system:index,elevation,.geo
4191,3510,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.47125000000821]}"
4192,3514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.47125000000821]}"
4193,3526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.47125000000821]}"
4194,3540,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.47125000000821]}"
4195,3553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.47125000000821]}"
4196,3564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.47125000000821]}"
4197,3566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.47125000000821]}"
4198,3567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.47125000000821]}"
4199,3565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.47125000000821]}"
4200,3267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.47041666667488]}"
4201,3285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.47041666667488]}"
4202,3302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.47041666667488]}"
4203,3312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.47041666667488]}"
4204,3329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.47041666667488]}"
4205,3346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.47041666667488]}"
4206,3352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.47041666667488]}"
4207,3362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.47041666667488]}"
4208,3368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.47041666667488]}"
4209,3373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.47041666667488]}"
4210,3375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.47041666667488]}"
4211,3376,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.47041666667488]}"
4212,3369,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.47041666667488]}"
4213,3343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.47041666667488]}"
4214,3313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.47041666667488]}"
4215,3286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.47041666667488]}"
4216,3281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.47041666667488]}"
4217,3289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.47041666667488]}"
4218,3298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.47041666667488]}"
4219,3297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.47041666667488]}"
4220,3279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.47041666667488]}"
4221,3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.47041666667488]}"
4222,3212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.47041666667488]}"
4223,3183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.47041666667488]}"
4224,3173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.47041666667488]}"
4225,3181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.47041666667488]}"
4226,3197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.47041666667488]}"
4227,3199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.47041666667488]}"
4228,3194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.47041666667488]}"
4229,3183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.675416666696,39.47041666667488]}"
4230,3176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67458333336266,39.47041666667488]}"
4231,3175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67375000002933,39.47041666667488]}"
4232,3175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.672916666696,39.47041666667488]}"
4233,3179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67208333336266,39.47041666667488]}"
4234,3188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67125000002933,39.47041666667488]}"
4235,3199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.670416666696,39.47041666667488]}"
4236,3212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66958333336267,39.47041666667488]}"
4237,3219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66875000002933,39.47041666667488]}"
4238,3223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.667916666696,39.47041666667488]}"
4239,3230,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66708333336267,39.47041666667488]}"
4240,3236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66625000002934,39.47041666667488]}"
4241,3241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.665416666696,39.47041666667488]}"
4242,3243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66458333336267,39.47041666667488]}"
4243,3248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66375000002934,39.47041666667488]}"
4244,3251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.662916666696,39.47041666667488]}"
4245,3255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66208333336267,39.47041666667488]}"
4246,3261,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66125000002934,39.47041666667488]}"
4247,3261,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.66041666669601,39.47041666667488]}"
4248,3267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65958333336268,39.47041666667488]}"
4249,3275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65875000002934,39.47041666667488]}"
4250,3283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65791666669601,39.47041666667488]}"
4251,3287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65708333336268,39.47041666667488]}"
4252,3288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65625000002933,39.47041666667488]}"
4253,3294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.655416666696,39.47041666667488]}"
4254,3301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65458333336267,39.47041666667488]}"
4255,3305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65375000002933,39.47041666667488]}"
4256,3303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.652916666696,39.47041666667488]}"
4257,3302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65208333336267,39.47041666667488]}"
4258,3303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.65125000002934,39.47041666667488]}"
4259,3311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.650416666696,39.47041666667488]}"
4260,3321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64958333336267,39.47041666667488]}"
4261,3341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64875000002934,39.47041666667488]}"
4262,3388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.647916666696,39.47041666667488]}"
4263,3424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64708333336267,39.47041666667488]}"
4264,3450,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64625000002934,39.47041666667488]}"
4265,3466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64541666669601,39.47041666667488]}"
4266,3478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64458333336268,39.47041666667488]}"
4267,3466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64375000002934,39.47041666667488]}"
4268,3435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64291666669601,39.47041666667488]}"
4269,3414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64208333336268,39.47041666667488]}"
4270,3428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64125000002934,39.47041666667488]}"
4271,3440,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.64041666669601,39.47041666667488]}"
4272,3434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63958333336268,39.47041666667488]}"
4273,3407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63875000002935,39.47041666667488]}"
4274,3388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63791666669601,39.47041666667488]}"
4275,3396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63708333336268,39.47041666667488]}"
4276,3407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63625000002935,39.47041666667488]}"
4277,3408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63541666669602,39.47041666667488]}"
4278,3389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63458333336268,39.47041666667488]}"
4279,3357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63375000002935,39.47041666667488]}"
4280,3354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63291666669602,39.47041666667488]}"
4281,3374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63208333336269,39.47041666667488]}"
4282,3370,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63125000002935,39.47041666667488]}"
4283,3336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.63041666669602,39.47041666667488]}"
4284,3290,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62958333336269,39.47041666667488]}"
4285,3250,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62875000002934,39.47041666667488]}"
4286,3219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62791666669601,39.47041666667488]}"
4287,3195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62708333336268,39.47041666667488]}"
4288,3175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62625000002934,39.47041666667488]}"
4289,3170,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62541666669601,39.47041666667488]}"
4290,3170,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62458333336268,39.47041666667488]}"
4291,3174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62375000002935,39.47041666667488]}"
4292,3184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62291666669601,39.47041666667488]}"
4293,3211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62208333336268,39.47041666667488]}"
4294,3244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62125000002935,39.47041666667488]}"
4295,3257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.62041666669602,39.47041666667488]}"
4296,3262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61958333336268,39.47041666667488]}"
4297,3278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61875000002935,39.47041666667488]}"
4298,3301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61791666669602,39.47041666667488]}"
4299,3327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61708333336269,39.47041666667488]}"
4300,3362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61625000002935,39.47041666667488]}"
4301,3407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61541666669602,39.47041666667488]}"
4302,3426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61458333336269,39.47041666667488]}"
4303,3433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61375000002936,39.47041666667488]}"
4304,3439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61291666669602,39.47041666667488]}"
4305,3451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61208333336269,39.47041666667488]}"
4306,3458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61125000002936,39.47041666667488]}"
4307,3456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.61041666669603,39.47041666667488]}"
4308,3454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60958333336269,39.47041666667488]}"
4309,3467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60875000002936,39.47041666667488]}"
4310,3480,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60791666669603,39.47041666667488]}"
4311,3482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6070833333627,39.47041666667488]}"
4312,3483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60625000002936,39.47041666667488]}"
4313,3499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60541666669603,39.47041666667488]}"
4314,3525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6045833333627,39.47041666667488]}"
4315,3543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60375000002936,39.47041666667488]}"
4316,3549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60291666669603,39.47041666667488]}"
4317,3554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.6020833333627,39.47041666667488]}"
4318,3565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60125000002937,39.47041666667488]}"
4319,3571,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.60041666669602,39.47041666667488]}"
4320,3273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69958333336265,39.46958333334155]}"
4321,3292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69875000002932,39.46958333334155]}"
4322,3310,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69791666669599,39.46958333334155]}"
4323,3324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69708333336266,39.46958333334155]}"
4324,3336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69625000002932,39.46958333334155]}"
4325,3352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69541666669599,39.46958333334155]}"
4326,3358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69458333336266,39.46958333334155]}"
4327,3370,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69375000002933,39.46958333334155]}"
4328,3379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.692916666696,39.46958333334155]}"
4329,3384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69208333336266,39.46958333334155]}"
4330,3388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.69125000002933,39.46958333334155]}"
4331,3390,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.690416666696,39.46958333334155]}"
4332,3383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68958333336266,39.46958333334155]}"
4333,3363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68875000002933,39.46958333334155]}"
4334,3329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.687916666696,39.46958333334155]}"
4335,3308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68708333336266,39.46958333334155]}"
4336,3305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68625000002933,39.46958333334155]}"
4337,3310,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.685416666696,39.46958333334155]}"
4338,3320,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68458333336265,39.46958333334155]}"
4339,3311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68375000002932,39.46958333334155]}"
4340,3280,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68291666669599,39.46958333334155]}"
4341,3251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68208333336266,39.46958333334155]}"
4342,3218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68125000002932,39.46958333334155]}"
4343,3205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.68041666669599,39.46958333334155]}"
4344,3204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67958333336266,39.46958333334155]}"
4345,3197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67875000002932,39.46958333334155]}"
4346,3214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67791666669599,39.46958333334155]}"
4347,3232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67708333336266,39.46958333334155]}"
4348,3229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.67625000002933,39.46958333334155]}"
